tech_clean,tech_clean_sep,AI_ambiguous,Manual_human,tech_stem
special bracelets,special bracelets,0,0,special bracelet
special effects,special effects,0,0,special effect
special skis,special skis,0,0,special ski
spectral analysis,spectral analysis,0,0,spectral analysi
speed camera,speed camera,0,0,speed camera
speed governors,speed governors,0,0,speed governor
speed limit cameras,speed limit cameras,0,0,speed limit camera
speed trap camera,speed trap camera,0,0,speed trap camera
sperm switch,sperm switch,1,0,sperm switch
spike proteins,spike proteins,0,0,spike protein
spray flu vaccines,spray flu vaccines,0,0,spray flu vaccin
spray foam insulation,spray foam insulation,0,0,spray foam insul
sprinklers,sprinklers,0,0,sprinkler
sputnik 2,sputnik 2,0,0,sputnik 2
spy cameras,spy cameras,0,0,spi camera
spy plane,spy plane,0,0,spi plane
spybot,spybot,0,0,spybot
spying apparatus,spying apparatus,0,0,spi apparatu
stab protection vest,stab protection vest,0,0,stab protect vest
starlink,starlink,0,0,starlink
starlink satellite constellation,starlink satellite constellation,0,0,starlink satellit constel
starlink satellite internet,starlink satellite internet,0,0,starlink satellit internet
stem cell research,stem cell research,0,0,stem cell research
stem cell therapy,stem cell therapy,0,0,stem cell therapi
stem cells,stem cells,0,0,stem cell
sterilization equipment,sterilization equipment,0,0,steril equip
stethoscope,stethoscope,0,0,stethoscop
stoves,stoves,0,0,stove
streaming service,streaming service,0,0,stream servic
streaming services,streaming services,0,0,stream servic
streaming video,streaming video,0,0,stream video
streetcar,streetcar,0,0,streetcar
streetcars,streetcars,0,0,streetcar
stun gun,stun gun,0,0,stun gun
stuxnet,stuxnet,0,0,stuxnet
styrofoam,styrofoam,0,0,styrofoam
submarine,submarine,1,0,submarin
submarines,submarines,0,0,submarin
submersible,submersible,0,0,submers
suicide vests,suicide vests,0,0,suicid vest
sulfnbkexe,sulfnbkexe,0,0,sulfnbkex
sulfoxaflor,sulfoxaflor,0,0,sulfoxaflor
sundimming technology,sundimming technology,0,0,sundim technolog
super jelly,super jelly,1,0,super jelli
supercomputer,supercomputer,0,0,supercomput
supersonic travel,supersonic travel,0,0,superson travel
surfacetoair missiles,surface to air missiles,0,0,surfac to air missil
surgical face masks,surgical face masks,0,0,surgic face mask
surgical needles,surgical needles,0,0,surgic needl
surveillance balloons,surveillance balloons,0,0,surveil balloon
surveillance camera,surveillance camera,0,0,surveil camera
surveillance cameras,surveillance cameras,0,0,surveil camera
surveillance footage,surveillance footage,0,0,surveil footag
surveillance system,surveillance system,0,0,surveil system
surveillance video,surveillance video,0,0,surveil video
sustainable technology,sustainable technology,0,0,sustain technolog
suvs,suvs,0,0,suv
swena worm,swena worm,1,0,swena worm
swimming pools,swimming pools,0,0,swim pool
synthetic fibers,synthetic fibers,0,0,synthet fiber
synthetic marijuana,synthetic marijuana,0,0,synthet marijuana
synthetic meat,synthetic meat,0,0,synthet meat
synthetic oil,synthetic oil,0,0,synthet oil
synthetic plastic lettuce,synthetic plastic lettuce,0,0,synthet plastic lettuc
synthetic thc,synthetic thc,0,0,synthet thc
tablet,tablet,1,1,tablet
tablets,tablets,1,1,tablet
tactical nuclear bomb,tactical nuclear bomb,0,0,tactic nuclear bomb
tactical nuclear weapon,tactical nuclear weapon,0,0,tactic nuclear weapon
tamperproof photoid card,tamper proof photo id card,0,0,tamper proof photo id card
tank,tank,1,1,tank
tanks,tanks,1,1,tank
tanning beds,tanning beds,0,0,tan bed
tape,tape,1,1,tape
tape recorder,tape recorder,0,0,tape record
taser,taser,0,0,taser
taser stun gun,taser stun gun,0,0,taser stun gun
tattoo ink,tattoo ink,0,0,tattoo ink
tdap vaccine,tdap vaccine,0,0,tdap vaccin
tear gas,tear gas,0,0,tear ga
teargas,teargas,0,0,tearga
technological innovations,technological innovations,0,0,technolog innov
telecommunications,telecommunications,0,0,telecommun
telegram,telegram,1,1,telegram
telephone,telephone,0,0,telephon
telephone answering system,telephone answering system,0,0,telephon answer system
telephone service,telephone service,0,0,telephon servic
teleprompter,teleprompter,0,0,teleprompt
teleprompters,teleprompters,0,0,teleprompt
telescope,telescope,1,0,telescop
television,television,1,0,televis
television service,television service,0,0,televis servic
television sets,television sets,0,0,televis set
temperature data,temperature data,0,0,temperatur data
tesla,tesla,1,1,tesla
tesla cybertruck,tesla cybertruck,0,0,tesla cybertruck
tesla phone,tesla phone,0,0,tesla phone
tesla water engine,tesla water engine,1,0,tesla water engin
testing capacity,testing capacity,0,0,test capac
testing kits,testing kits,0,0,test kit
tetanus vaccine,tetanus vaccine,0,0,tetanu vaccin
tetanus vaccines,tetanus vaccines,0,0,tetanu vaccin
tetris,tetris,0,0,tetri
text messages,text messages,0,0,text messag
text messaging,text messaging,0,0,text messag
texting,texting,0,0,text
texting app,texting app,0,0,text app
thalidomide,thalidomide,0,0,thalidomid
thermography,thermography,0,0,thermographi
thermostats,thermostats,0,0,thermostat
threads,threads,1,1,thread
thumbprint,thumbprint,0,0,thumbprint
tiktok,tiktok,1,0,tiktok
time clock,time clock,0,0,time clock
timelapse,timelapse,0,0,timelaps
tip jar,tip jar,0,0,tip jar
toilet replacement program,toilet replacement program,0,0,toilet replac program
toll collection machines,toll collection machines,0,0,toll collect machin
tomahawk cruise missile,tomahawk cruise missile,0,0,tomahawk cruis missil
tomahawk missile,tomahawk missile,0,0,tomahawk missil
touchscreen voting machines,touchscreen voting machines,0,0,touchscreen vote machin
tracking bracelets,tracking bracelets,0,0,track bracelet
tracking chip,tracking chip,0,0,track chip
tracking chips,tracking chips,0,0,track chip
tracking devices,tracking devices,0,0,track devic
tracking microchips,tracking microchips,0,0,track microchip
tracking technology,tracking technology,0,0,track technolog
traffic camera,traffic camera,0,0,traffic camera
traffic cameras,traffic cameras,0,0,traffic camera
traffic signal,traffic signal,0,0,traffic signal
traffic speed measurement unit,traffic speed measurement unit,0,0,traffic speed measur unit
trail camera,trail camera,0,0,trail camera
trail cameras,trail cameras,0,0,trail camera
transatlantic tunnel,transatlantic tunnel,0,0,transatlant tunnel
transmitters,transmitters,1,0,transmitt
transparent solar panels,transparent solar panels,0,0,transpar solar panel
transvaginal sonogram,transvaginal sonogram,0,0,transvagin sonogram
transvaginal ultrasound,transvaginal ultrasound,0,0,transvagin ultrasound
treadmills,treadmills,0,0,treadmil
treatment,treatment,1,0,treatment
treatment plant,treatment plant,0,0,treatment plant
trial vaccine,trial vaccine,0,0,trial vaccin
triclosan,triclosan,0,0,triclosan
trojan,trojan,1,1,trojan
truth social,truth social,0,0,truth social
truvada,truvada,0,0,truvada
tu160 supersonic nuclear bombers,tu 160 supersonic nuclear bombers,0,0,tu 160 superson nuclear bomber
turing test,turing test,0,0,ture test
turret,turret,1,0,turret
tv broadcasting,tv broadcasting,0,0,tv broadcast
tv cameras,tv cameras,0,0,tv camera
tv frog,tv frog,1,0,tv frog
twitter,twitter,1,0,twitter
twitter blue,twitter blue,0,0,twitter blue
twitter blue verification system,twitter blue verification system,0,0,twitter blue verif system
ufo fighter jet,ufo fighter jet,0,0,ufo fighter jet
ulez cameras,ulez cameras,0,0,ulez camera
ultrasound,ultrasound,0,0,ultrasound
ultrasounds,ultrasounds,0,0,ultrasound
ultrathin wire,ultrathin wire,0,0,ultrathin wire
ultraviolet light,ultraviolet light,0,0,ultraviolet light
ultraviolet radiation,ultraviolet radiation,0,0,ultraviolet radiat
unemployment system,unemployment system,0,0,unemploy system
untethered spacewalk,untethered spacewalk,0,0,unteth spacewalk
uranium enrichment,uranium enrichment,0,0,uranium enrich
uranium mining,uranium mining,0,0,uranium mine
urinalysis,urinalysis,0,0,urinalysi
urination device,urination device,0,0,urin devic
urinepowered generator,urine powered generator,0,0,urin power gener
ursnif malware,ursnif malware,0,0,ursnif malwar
usb ports,usb ports,0,0,usb port
uv light,uv light,0,0,uv light
uzi,uzi,1,0,uzi
vaccination,vaccination,0,0,vaccin
vaccination manufacturing,vaccination manufacturing,0,0,vaccin manufactur
vaccinations,vaccinations,0,0,vaccin
vaccine,vaccine,0,0,vaccin
vaccines,vaccines,0,0,vaccin
vacuum chambers,vacuum chambers,0,0,vacuum chamber
vacuum cleaner,vacuum cleaner,0,0,vacuum cleaner
vape,vape,1,0,vape
vapes,vapes,1,0,vape
vaping,vaping,0,0,vape
vending machine,vending machine,0,0,vend machin
vending machines,vending machines,0,0,vend machin
venmo,venmo,1,0,venmo
ventilator,ventilator,0,0,ventil
ventilators,ventilators,1,0,ventil
vessel tracking apps,vessel tracking apps,0,0,vessel track app
vhs,vhs,1,0,vh
vhs tapes,vhs tapes,0,0,vh tape
vibration therapy,vibration therapy,0,0,vibrat therapi
vibrators,vibrators,0,0,vibrat
video cameras,video cameras,0,0,video camera
video editing,video editing,0,0,video edit
video editing tool,video editing tool,0,0,video edit tool
video game,video game,0,0,video game
video game controllers,video game controllers,0,0,video game control
video game simulations,video game simulations,0,0,video game simul
video games,video games,0,0,video game
video gaming,video gaming,0,0,video game
video lottery games,video lottery games,0,0,video lotteri game
videobased advertisements,video based advertisements,0,0,video base advertis
videotape,videotape,0,0,videotap
virtual reality,virtual reality,0,0,virtual realiti
virtual school,virtual school,0,0,virtual school
visible,visible,1,0,visibl
vision pro,vision pro,1,0,vision pro
vision pro headset,vision pro headset,0,0,vision pro headset
visual effects,visual effects,0,0,visual effect
voice assistant,voice assistant,0,0,voic assist
voice recognition,voice recognition,0,0,voic recognit
voicemail,voicemail,0,0,voicemail
volkswagen xl1,volkswagen xl 1,0,0,volkswagen xl 1
votebymail,vote by mail,0,0,vote by mail
votebymail system,vote by mail system,0,0,vote by mail system
voter scanning machines,voter scanning machines,0,0,voter scan machin
votetabulation,vote tabulation,0,0,vote tabul
voting machine,voting machine,0,0,vote machin
voting machines,voting machines,0,0,vote machin
voting software,voting software,0,0,vote softwar
voting system,voting system,0,0,vote system
voting system technology,voting system technology,0,0,vote system technolog
voting systems,voting systems,0,0,vote system
vpn,vpn,1,0,vpn
vpnfilter,vpnfilter,1,0,vpnfilter
w32/vbsuna  massmailing worm,w32/vbsuna  mass mailing worm,0,0,w32/vbsuna mass mail worm
walkietalkie cellphone app,walkie talkie cellphone app,0,0,walki talki cellphon app
warplane,warplane,0,0,warplan
warrantless wiretapping,warrantless wiretapping,0,0,warrantless wiretap
warships,warships,0,0,warship
wastetoenergy,waste to energy,0,0,wast to energi
water fluoridation,water fluoridation,0,0,water fluorid
water treatment plants,water treatment plants,0,0,water treatment plant
waterefficient toilets,water efficient toilets,0,0,water effici toilet
waterfueled car,water fueled car,0,0,water fuel car
waterpowered car engine,water powered car engine,0,0,water power car engin
waterpowered engine,water powered engine,0,0,water power engin
waterpowered fuel cell,water powered fuel cell,0,0,water power fuel cell
weapons,weapons,1,0,weapon
weapons of mass destruction,weapons of mass destruction,0,0,weapon of mass destruct
wearable projectors,wearable projectors,0,0,wearabl projector
weather manipulation,weather manipulation,0,0,weather manipul
weather modification,weather modification,0,0,weather modif
weather modification patents,weather modification patents,0,0,weather modif patent
web beacons,web beacons,0,0,web beacon
web browser,web browser,0,0,web browser
web hosting,web hosting,0,0,web host
web site,web site,0,0,web site
webcam,webcam,0,0,webcam
website,website,0,0,websit
website speed optimization,website speed optimization,0,0,websit speed optim
wetted nitrocellulose,wetted nitrocellulose,0,0,wet nitrocellulos
whatsapp,whatsapp,0,0,whatsapp
wheelbarrow,wheelbarrow,0,0,wheelbarrow
whipped cream canister,whipped cream canister,0,0,whip cream canist
white paint,white paint,0,0,white paint
white phosphorus,white phosphorus,0,0,white phosphoru
wifi,wifi,0,0,wifi
wifi outlet adapters,wifi outlet adapters,0,0,wifi outlet adapt
wildlife overpass,wildlife overpass,0,0,wildlif overpass
wind energy,wind energy,0,0,wind energi
wind farm,wind farm,0,0,wind farm
wind machines,wind machines,0,0,wind machin
wind power,wind power,0,0,wind power
wind tower generator,wind tower generator,0,0,wind tower gener
wind turbine,wind turbine,0,0,wind turbin
wind turbines,wind turbines,0,0,wind turbin
windmill,windmill,0,0,windmil
windmills,windmills,0,0,windmil
windows,windows,1,1,window
wingdings font,wingdings font,0,0,wingd font
wireless,wireless,1,0,wireless
wireless cameras,wireless cameras,0,0,wireless camera
wireless chargers,wireless chargers,0,0,wireless charger
wireless earbuds,wireless earbuds,0,0,wireless earbud
wireless emergency alert system,wireless emergency alert system,0,0,wireless emerg alert system
wireless signals,wireless signals,0,0,wireless signal
wireless technologies,wireless technologies,0,0,wireless technolog
wiretap,wiretap,0,0,wiretap
wiretapping,wiretapping,0,0,wiretap
wiretaps,wiretaps,0,0,wiretap
wooden airplanes,wooden airplanes,0,0,wooden airplan
world of warcraft,world of warcraft,0,0,world of warcraft
world wide web,world wide web,0,0,world wide web
worm,worm,1,1,worm
wrench,wrench,1,0,wrench
wwii vintage bomber,wwii vintage bomber,0,0,wwii vintag bomber
xbox,xbox,0,0,xbox
xbox gaming console,xbox gaming console,0,0,xbox game consol
xbox one,xbox one,0,0,xbox one
xl1 model car,xl 1 model car,0,0,xl 1 model car
xray,xray,1,0,xray
xray machines,xray machines,0,0,xray machin
yellowcake uranium,yellowcake uranium,0,0,yellowcak uranium
yelp,yelp,1,0,yelp
youtube,youtube,1,0,youtub
zafid virus,zafid virus,0,0,zafid viru
zeppelins,zeppelins,1,0,zeppelin
zerogravity pen,zero gravity pen,0,0,zero graviti pen
zeus computer virus,zeus computer virus,0,0,zeu comput viru
zinc,zinc,1,0,zinc
ziptie handcuffs,ziptie handcuffs,0,0,zipti handcuff
zithromax,zithromax,0,0,zithromax
zoom,zoom,1,0,zoom
,,,1,
